feature	rep	val	estimate	pval	pval_corr
ZXDB	Rep 1	estimate	0.14684429591602738	0	0
THAP1	Rep 1	P2.5	0.14681079173197206	0	0
NCOA1	Rep 1	P97.5	0.14678311914715098	0	0
ZNF488	Rep 1	P97.5	0.14677574309732253	0.0532345571191837	0.057177857646530626
KLF7	Rep 1	P97.5	0.1467518834448536	0	0
YY1	Rep 1	P2.5	0.14664196475818927	0	0
GATA6	Rep 1	P2.5	0.1464989410984399	0	0
PCGF1	Rep 1	P97.5	0.14648873749274396	0	0
NKX2-1	Rep 1	P2.5	0.14645654814541978	0	0
ARID1A	Rep 1	P2.5	0.14645098234409853	0	0
ZNF76	Rep 1	P2.5	0.1464292937496776	0	0
MAML1	Rep 1	P2.5	0.14636614744186272	0	0
SRSF4	Rep 1	P2.5	0.14635087899854482	0	0
BACH1	Rep 1	P2.5	0.14621210870259146	0	0
UBN1	Rep 1	estimate	0.14610789440166166	0	0
MRTFA	Rep 1	estimate	0.14609598832480827	0	0
SALL4	Rep 1	P2.5	0.14598392385472814	0	0
PTBP1	Rep 1	P97.5	0.14597165414175814	0	0
YY1AP1	Rep 1	estimate	0.1459472990610505	0	0
CTBP1	Rep 1	P2.5	0.14589093022145136	0	0
TERF2	Rep 1	P97.5	0.14581767358891806	0	0
ONECUT2	Rep 1	P2.5	0.14577857631870683	0	0
MED1	Rep 1	estimate	0.14572988081348848	0	0
HIVEP1	Rep 1	estimate	0.14567852080828797	0	0
EBF1	Rep 1	P2.5	0.1454667529128854	0	0
PDX1	Rep 1	estimate	0.1453503817225738	0	0
TAL1	Rep 1	P2.5	0.14528897826852122	0	0
RFX1	Rep 1	estimate	0.14525946248968202	0	0
ZMYND8	Rep 1	P2.5	0.14520708446915112	0	0
KMT2A	Rep 1	P97.5	0.14519034183107543	0	0
YAP1	Rep 1	P97.5	0.14517426128598776	0	0
ZNF75A	Rep 1	estimate	0.14513866266794517	0	0
MNX1	Rep 1	estimate	0.14513324100932595	0	0
PBX2	Rep 1	P97.5	0.14499262808602956	0	0
SMC1A	Rep 1	P2.5	0.14498787052905143	0	0
FOXA2	Rep 1	P2.5	0.14498051484918253	0	0
ZNF35	Rep 1	P2.5	0.1449564425696519	0	0
SETX	Rep 1	estimate	0.14489742464798067	0	0
ZNF704	Rep 1	P97.5	0.1448583406414652	0.000451556094384742	5.213516499570907e-4
RBM39	Rep 1	P2.5	0.14466954553033928	0	0
ZBTB40	Rep 1	estimate	0.14464570808507426	0	0
NR4A1	Rep 1	estimate	0.14454189784491475	0	0
RELA	Rep 1	P2.5	0.1444740512337987	0	0
ZNF501	Rep 1	P2.5	0.14434975153029603	0	0
TFIIIC	Rep 1	estimate	0.1443240230758999	0	0
ZNF8	Rep 1	P97.5	0.14430553270992202	3.74203448560984e-06	4.5105696855883835e-6
KMT2B-D	Rep 1	P2.5	0.14418802229344577	0	0
ZBTB8A	Rep 1	P97.5	0.14418372874085247	0	0
KAT2B	Rep 1	estimate	0.14416798700816996	0	0
ZNF274	Rep 1	P97.5	0.1440797309843055	0	0
MED25	Rep 1	estimate	0.14397059256307038	0	0
PLAG1	Rep 1	P97.5	0.14394349004666512	0	0
DPF2	Rep 1	P2.5	0.14359393446990978	0	0
EZH2	Rep 1	estimate	0.14351398318172676	0	0
HDAC8	Rep 1	P97.5	0.1434935531818248	0	0
HOXA3	Rep 1	estimate	0.14345924432287444	0	0
RFX3	Rep 1	P2.5	0.14341811777388405	0	0
ZNF18	Rep 1	P2.5	0.14341408308359424	0	0
ZNF711	Rep 1	P97.5	0.14338347084347458	0	0
SREBP2	Rep 1	P97.5	0.14334347917347776	0	0
OVOL3	Rep 1	P97.5	0.1433012387993613	0	0
RBBP4	Rep 1	P2.5	0.14318042888160543	0	0
ZBTB11	Rep 1	estimate	0.14315368539621118	0	0
JUN	Rep 1	P2.5	0.14287513148855996	0	0
ZNF2	Rep 1	P97.5	0.14286022384654834	0	0
WDR5	Rep 1	estimate	0.14285866117383086	0	0
RBBP5	Rep 1	P2.5	0.1428541319219666	0	0
KDM1A	Rep 1	P2.5	0.1428163074287681	0	0
RAD21	Rep 1	P97.5	0.1427651011184688	0	0
ZNF101	Rep 1	P97.5	0.1427412368524696	0	0
ZNF221	Rep 1	estimate	0.14271098472269683	2.89294584363553e-05	3.436680243162209e-5
E2F5	Rep 1	estimate	0.14270918661156823	2.22044604925031e-16	3.023977630608852e-16
ZNF224	Rep 1	P2.5	0.1427012682798141	0	0
TP53	Rep 1	P2.5	0.14268427258747043	0	0
ZNF598	Rep 1	P97.5	0.1425838666434796	0	0
CTCFL	Rep 1	estimate	0.14258221693109807	0	0
KLF12	Rep 1	estimate	0.14257648134297563	0	0
ZNF543	Rep 1	P97.5	0.1425114845177436	0.0200825651978036	0.021952781912454936
AGO1	Rep 1	P2.5	0.1424659026828649	0	0
T	Rep 1	P97.5	0.14244926233885563	0	0
YY2	Rep 1	P2.5	0.14243104854168237	0	0
RBAK	Rep 1	P97.5	0.14225146653881066	0.00336518009480646	0.00377053133349906
TFAP2C	Rep 1	P97.5	0.1422513949592023	0	0
MTA2	Rep 1	P2.5	0.1422493218645591	0	0
ZNF883	Rep 1	P97.5	0.142014339581032	0	0
GRHL2	Rep 1	estimate	0.14199056316626618	0	0
SPDEF	Rep 1	P97.5	0.14196839832025648	0	0
SP7	Rep 1	P97.5	0.14194358408098562	0	0
ZNF547	Rep 1	P97.5	0.14190495820372667	1.93178806284777e-14	2.5844545861165582e-14
ZFP69B	Rep 1	estimate	0.14180656834585262	0	0
CBX3	Rep 1	estimate	0.1417735739753133	0	0
ZNF441	Rep 1	P97.5	0.14164773934642175	0	0
HEXIM1	Rep 1	P97.5	0.14163629844886924	0	0
ZNF41	Rep 1	P97.5	0.14152621098990728	3.17970982877114e-10	4.087606116255987e-10
ZBTB2	Rep 1	estimate	0.14148789449656485	0	0
MXD4	Rep 1	estimate	0.1414567583476119	0	0
AFF1	Rep 1	P97.5	0.14138601043856205	0	0
GLIS1	Rep 1	P97.5	0.14136237390409648	0	0
KLF15	Rep 1	estimate	0.14124552593621567	0	0
SMAD2-3	Rep 1	P2.5	0.14122933982987004	0	0
ZNF677	Rep 1	P97.5	0.14119853701747145	0.100471983892673	0.10675148288596539
SMAD3-EPAS1	Rep 1	estimate	0.1411411047896889	0	0
KLF17	Rep 1	estimate	0.14108998650817892	0	0
RXR	Rep 1	P2.5	0.14090922915690984	0	0
ZNF610	Rep 1	estimate	0.1408856708990621	0	0
FOXO1	Rep 1	estimate	0.1407642419627036	0	0
ETS2	Rep 1	P97.5	0.14068853312117924	0.00206194903300894	0.002336875570743461
SMARCC1	Rep 1	P2.5	0.14067938540502586	0	0
BMPR1A	Rep 1	P2.5	0.14067389988197226	0	0
ETS1	Rep 1	P2.5	0.14056534374084828	0	0
TAF3	Rep 1	P97.5	0.1405572830001175	0	0
HNRNPC	Rep 1	estimate	0.14054650107189123	0	0
PRKDC	Rep 1	estimate	0.14053597571982132	0	0
FANCL	Rep 1	estimate	0.14053572703492345	0	0
ZNF528	Rep 1	P97.5	0.14049253606190767	0	0
STAT2	Rep 1	estimate	0.1402884520124825	0	0
ZNF518A	Rep 1	estimate	0.14024094112687185	0	0
NFRKB	Rep 1	estimate	0.14014469994232748	0	0
KLF14	Rep 1	estimate	0.1400636272973781	0	0
GABPB1	Rep 1	P2.5	0.13995791073396552	0	0
ZNF324	Rep 1	P2.5	0.1399247220534806	0	0
HDAC1	Rep 1	P2.5	0.1395260319501587	0	0
MTA1	Rep 1	P2.5	0.13945076545802165	0	0
STAT3	Rep 1	P2.5	0.13938739713661405	0	0
NFIC	Rep 1	P97.5	0.13932924442090006	0	0
PAX8	Rep 1	P2.5	0.1391741916722105	0	0
ZNF589	Rep 1	estimate	0.13915014753055918	6.62652066552027e-09	8.419780123972926e-9
TP63	Rep 1	estimate	0.13898514946066526	0	0
TERF1	Rep 1	P97.5	0.13898277324857602	0	0
ZNF558	Rep 1	P97.5	0.1388012001857472	0	0
KLF13	Rep 1	estimate	0.1388005068118099	0	0
EHF	Rep 1	P97.5	0.13872002687890192	0	0
RBP2	Rep 1	P2.5	0.13861639726857322	0	0
ETV1	Rep 1	P97.5	0.13844565450132196	0	0
KMT2C	Rep 1	P97.5	0.13834015514885514	0	0
GATAD2B	Rep 1	P97.5	0.138286278962044	0	0
NR2C1	Rep 1	P97.5	0.13828309718404108	0	0
ZNF580	Rep 1	P2.5	0.13819028754512702	0	0
ZNF83	Rep 1	P97.5	0.13814949427172876	0.00291974242019744	0.0032891707156153314
SMC1A-B	Rep 1	P97.5	0.13814249192889133	0	0
POU2F3	Rep 1	estimate	0.13813259810355605	0	0
ZNF891	Rep 1	P2.5	0.1380973441996163	0	0
MSX2	Rep 1	P97.5	0.13808171059918153	0	0
TRIM28	Rep 1	P97.5	0.13801984894103408	0	0
ZIC5	Rep 1	P97.5	0.1379671821094522	0	0
INSM2	Rep 1	P2.5	0.1379485880190939	0	0
KLF8	Rep 1	P2.5	0.1378390760830671	0	0
TOP1	Rep 1	estimate	0.13769143452700972	0	0
ZBTB14	Rep 1	P2.5	0.13755721661139098	0	0
NBN	Rep 1	P2.5	0.13749592926462617	0	0
CHD8	Rep 1	P2.5	0.13749349098832214	0	0
ZNF645	Rep 1	P97.5	0.1374628395914954	0.000124248657310755	1.4515305226114251e-4
ZMYND11	Rep 1	estimate	0.1374346086994815	0	0
ZIC2	Rep 1	estimate	0.1374336272322224	0	0
NCAPH2	Rep 1	P97.5	0.1374292383138476	0	0
ZBTB7B	Rep 1	P2.5	0.1374062688986243	0	0
SSRP1	Rep 1	P97.5	0.13738419102246963	0	0
ATF4	Rep 1	P2.5	0.13710082596963508	0	0
WT1	Rep 1	P97.5	0.13707093218297586	0	0
NFATC2	Rep 1	estimate	0.1370667223310883	0	0
LIN54	Rep 1	P2.5	0.13701872373072219	0	0
ZNF343	Rep 1	P97.5	0.1370070973455749	0	0
ELK4	Rep 1	P2.5	0.13693953817393417	0	0
MED	Rep 1	P2.5	0.13689880678504812	0	0
NR2F2	Rep 1	estimate	0.13684357329289265	0	0
MYC	Rep 1	estimate	0.13674498316842773	0	0
ZNF837	Rep 1	P97.5	0.13673462863078437	0.0250252497832331	0.027265078769356684
HDAC3	Rep 1	P2.5	0.13665415369488698	0	0
TFAP4	Rep 1	P2.5	0.13663807606526746	0	0
UBTF	Rep 1	estimate	0.13660667403827564	0	0
RYBP	Rep 1	P97.5	0.1364937517183442	0	0
BCLAF1	Rep 1	estimate	0.13642645982204923	0	0
HDAC2	Rep 1	estimate	0.13637500554263252	0	0
HNRNPH1	Rep 1	estimate	0.13637477718165303	0	0
TWIST1	Rep 1	P97.5	0.1363457010600655	0	0
MITF	Rep 1	P2.5	0.1363058107896933	0	0
ZFY	Rep 1	P2.5	0.1362854174840931	0	0
ARID4B	Rep 1	P2.5	0.1362722843091423	0	0
SMC3	Rep 1	P2.5	0.13613941770052398	0	0
NFIB	Rep 1	P2.5	0.13608971232269454	0	0
ZBTB1	Rep 1	estimate	0.13608751761402937	0	0
HMGXB4	Rep 1	P2.5	0.1360790690144738	0	0
ZNF554	Rep 1	P97.5	0.13588155916606862	0	0
NSD2	Rep 1	estimate	0.1358552821989078	6.15282542026918e-07	7.555025983045346e-7
SMARCA4	Rep 1	P97.5	0.1358391553761219	0	0
ARID4A	Rep 1	P97.5	0.13578589011375466	0	0
BCOR	Rep 1	P2.5	0.1356489592356077	0	0
ASH1L	Rep 1	P2.5	0.13561212441202808	0	0
HDAC6	Rep 1	P2.5	0.13559106680139116	0	0
ZNF394	Rep 1	P97.5	0.13557832518584784	0	0
MAFK	Rep 1	P2.5	0.1355224739959618	0	0
KLF16	Rep 1	P2.5	0.13537918932117632	0	0
FUS	Rep 1	estimate	0.13532136070006426	0	0
MEF2B	Rep 1	estimate	0.13531564425359185	0	0
INO80	Rep 1	P97.5	0.13518501813745257	0	0
PATZ1	Rep 1	P97.5	0.13513332535784148	0	0
ONECUT1	Rep 1	P97.5	0.13499421589929378	0	0
ISL1	Rep 1	P97.5	0.13495324218775404	0	0
NUTM1	Rep 1	P97.5	0.1347695638080842	0	0
ZNF354B	Rep 1	P97.5	0.1346429789600649	0.410019562801016	0.4211242592935437
RBM14	Rep 1	estimate	0.1345932974058964	0	0
TRIM22	Rep 1	estimate	0.13453759965246181	0	0
SAP30	Rep 1	estimate	0.13451377883310994	0	0
JMJD6	Rep 1	P97.5	0.1344461814504796	0	0
BRF1	Rep 1	P97.5	0.13434094033650454	0	0
CBX5	Rep 1	P97.5	0.13421739921056774	1.99840144432528e-15	2.7103491390711523e-15
NCOA3	Rep 1	P97.5	0.13416362067753934	0	0
ZBTB20	Rep 1	P97.5	0.13384395352660933	0	0
VEZF1	Rep 1	P97.5	0.1338029278780042	0	0
HNF4G	Rep 1	P97.5	0.13373752385532647	0	0
LMO2	Rep 1	P97.5	0.133641044473709	0	0
ZNF550	Rep 1	estimate	0.1335861920921339	0	0
SNAPC4	Rep 1	estimate	0.1335551519967046	0.0192646452394225	0.021105489117856212
PBX1	Rep 1	estimate	0.13348777100650916	0	0
NFATC3	Rep 1	P2.5	0.13339718815319768	0	0
SKIL	Rep 1	P2.5	0.13335165266174892	0	0
MECOM	Rep 1	estimate	0.13310825206605728	0	0
ZNF395	Rep 1	estimate	0.13306805978308572	5.47473177903157e-12	7.1592646341182096e-12
ZNF623	Rep 1	P97.5	0.1330651949267289	0	0
ASH2L	Rep 1	P2.5	0.13299547846774565	0	0
ID3	Rep 1	P97.5	0.13297692403140615	0	0
NR2F1	Rep 1	P97.5	0.1327455197386404	0	0
PHF20	Rep 1	estimate	0.13267557799257773	0	0
AHRR	Rep 1	P97.5	0.13263479494669128	2.49077158898103e-08	3.1405380904543465e-8
CTNNB1	Rep 1	P2.5	0.13259381881954824	0	0
PALB2	Rep 1	P2.5	0.13253558974937182	0	0
BATF	Rep 1	P2.5	0.13247982656035256	0	0
ZNF266	Rep 1	estimate	0.13235061420490826	2.29827456821319e-06	2.7839050666562694e-6
DPF1	Rep 1	estimate	0.13227437808021303	0	0
ZNF843	Rep 1	P2.5	0.13216697359058172	0	0
U2AF2	Rep 1	estimate	0.13198184482287545	0	0
ZNF444	Rep 1	estimate	0.1319492210759811	0	0
TBX3	Rep 1	P2.5	0.13183699520922326	0	0
SREBF2	Rep 1	estimate	0.13179971559203965	0	0
SRSF7	Rep 1	estimate	0.13162554561851947	0	0
ZNF800	Rep 1	estimate	0.13161907464711992	0	0
ZNF674	Rep 1	P97.5	0.1315766755550048	6.38825512266905e-07	7.83435267531304e-7
ZNF692	Rep 1	P2.5	0.13145580477667307	0	0
HAND2	Rep 1	estimate	0.13136065210744619	0	0
SUPT6H	Rep 1	estimate	0.13133940876996023	0	0
DIDO1	Rep 1	estimate	0.1311058949563529	0	0
FOXJ3	Rep 1	P2.5	0.13110538286453974	0	0
PITX3	Rep 1	P2.5	0.13110274210918738	0	0
RXRA	Rep 1	P2.5	0.13109940054835836	0	0
MLLT3	Rep 1	P2.5	0.1310507592890269	0	0
DMAP1	Rep 1	P97.5	0.1309519957995538	0	0
GSPT2	Rep 1	estimate	0.13092821868381982	0	0
NR5A1	Rep 1	estimate	0.13089836345607195	0	0
OVOL1	Rep 1	P2.5	0.13088168807515374	0	0
SNAI2	Rep 1	estimate	0.13082574768978691	0	0
ZEB2	Rep 1	estimate	0.1307771971795474	0	0
ZNF189	Rep 1	estimate	0.13076435562299163	0	0
KLF3	Rep 1	P97.5	0.13076373726393958	0	0
EBF3	Rep 1	estimate	0.13067379480879335	0	0
ZBTB48	Rep 1	P97.5	0.13059458944104457	0	0
STAG2	Rep 1	P97.5	0.13057980609564995	0	0
ZSCAN30	Rep 1	P97.5	0.13045238404464932	0	0
ZNF213	Rep 1	P97.5	0.13040111862465953	0	0
RBM22	Rep 1	P2.5	0.13016777277883973	0	0
KDM6B	Rep 1	estimate	0.13011366758919476	0	0
ZNF24	Rep 1	P2.5	0.13005840230332796	0	0
MLLT1	Rep 1	estimate	0.12998705576565814	0	0
ZNF30	Rep 1	estimate	0.12994532912067192	0	0
HNRNPK	Rep 1	estimate	0.12991908224099105	0	0
KDM4C	Rep 1	estimate	0.12983269074324771	0	0
CCAR2	Rep 1	P97.5	0.12979812612716898	0	0
SMC1	Rep 1	estimate	0.12973537392501167	0	0
ZNF3	Rep 1	P2.5	0.1297072494218275	0	0
MCRS1	Rep 1	P2.5	0.12967720881242095	0	0
COBLL1	Rep 1	estimate	0.1296537499851645	2.95843007225294e-06	3.570394187565969e-6
FOXA1	Rep 1	P2.5	0.12958946357350354	0	0
HMBOX1	Rep 1	estimate	0.12957803516637884	0	0
MEN1	Rep 1	P2.5	0.12951508646697768	0	0
IRF9	Rep 1	P2.5	0.1295147837143109	1.82076576038526e-14	2.439232390950901e-14
PRDM15	Rep 1	P2.5	0.1292899327022647	0	0
ZNF322	Rep 1	P97.5	0.12917865563265535	0.00162818579191448	0.001851662273157647
NR1H2	Rep 1	P2.5	0.129173328742491	0	0
ZNF207	Rep 1	P2.5	0.12913754879214784	0	0
ZKSCAN2	Rep 1	estimate	0.12907013387613686	9.54905332584133e-09	1.2102013598045692e-8
ZNF391	Rep 1	P2.5	0.12904070456617378	0	0
RELB	Rep 1	estimate	0.12897917374888823	0	0
ZBTB7A	Rep 1	P2.5	0.12895486321629845	0	0
ZNF561	Rep 1	P2.5	0.12894811743758577	0	0
RAD51	Rep 1	P97.5	0.12894800442138185	0	0
ZNF263	Rep 1	P2.5	0.12893044495254763	0	0
ZNF524	Rep 1	estimate	0.12891110648824985	0	0
SS18	Rep 1	estimate	0.12863385538268218	0	0
TFAP2A	Rep 1	P97.5	0.12850637881227261	0	0
PHF21A	Rep 1	estimate	0.12833921760619088	0	0
ZXDB	Rep 1	P2.5	0.12828894004581792	0	0
ZNF765	Rep 1	estimate	0.1282344301954008	7.62422395439444e-07	9.326904241976323e-7
ZBTB44	Rep 1	P97.5	0.12807490264282512	0	0
ZBTB5	Rep 1	P97.5	0.12800088438347318	1.25214627133552e-05	1.4983206596320653e-5
AR	Rep 1	P2.5	0.12794197648953456	0	0
PCGF1	Rep 1	estimate	0.1279264739753979	0	0
ZNF675	Rep 1	P97.5	0.1278875634720743	0.0257656802744051	0.028040795530423174
SFMBT1	Rep 1	P97.5	0.12771689915810994	0	0
NCOA6	Rep 1	P2.5	0.12768867155477182	0	0
NCOR2	Rep 1	P2.5	0.12767596473592474	0	0
YY1AP1	Rep 1	P2.5	0.12758422209424733	0	0
TCF7	Rep 1	P97.5	0.1275239348978271	0	0
CBX2	Rep 1	estimate	0.1274001139000195	0	0
PTBP1	Rep 1	estimate	0.12732427957641845	0	0
NCOA1	Rep 1	estimate	0.12726008036131495	0	0
FEZF1	Rep 1	estimate	0.12721845062365789	0	0
CERS6	Rep 1	P2.5	0.1271770323585156	0	0
ESR1	Rep 1	P97.5	0.1270180917495069	0	0
SMARCB1	Rep 1	estimate	0.12696881053931885	0	0
PDX1	Rep 1	P2.5	0.12694833990758278	0	0
NRL	Rep 1	estimate	0.1268690569429134	0	0
TFEB	Rep 1	P97.5	0.12685185181157282	1.94546413894159e-05	2.319501379681265e-5
ZBED2	Rep 1	estimate	0.12682357753205042	0	0
HIVEP1	Rep 1	P2.5	0.12671754422786985	0	0
PAX3-FOXO1	Rep 1	estimate	0.12670587958334975	0	0
ZFP42	Rep 1	P2.5	0.12665564877726423	0	0
ERF	Rep 1	estimate	0.12658946736135812	0	0
ZNF146	Rep 1	P97.5	0.12651404694215862	0	0
ZNF169	Rep 1	P97.5	0.126423855196918	0.000361359648639814	4.1868462227832745e-4
ZNF282	Rep 1	P97.5	0.12637958176016686	0	0
ZBTB40	Rep 1	P2.5	0.12618978258607444	0	0
HINFP	Rep 1	P97.5	0.12612606803784498	2.17229467880387e-06	2.6345418859786116e-6
MNX1	Rep 1	P2.5	0.12600299815964527	0	0
KLF7	Rep 1	estimate	0.1259449895114202	0	0
SFPQ	Rep 1	estimate	0.1258878351600495	0	0
TFIIIC	Rep 1	P2.5	0.12576253151307162	0	0
YAP1	Rep 1	estimate	0.12564880840383763	0	0
CHAMP1	Rep 1	estimate	0.12563049811278354	0	0
ZNF280D	Rep 1	P97.5	0.1256225332251611	0	0
ZBTB8A	Rep 1	estimate	0.1256042379469781	0	0
ZFX	Rep 1	P97.5	0.12556478681251876	0	0
BRD4	Rep 1	estimate	0.12554176145789514	0	0
PLAG1	Rep 1	estimate	0.12541197166342843	0	0
ZNF274	Rep 1	estimate	0.12524675778846678	0	0
SOX8	Rep 1	P97.5	0.12519128262159293	0	0
CBFA2T3	Rep 1	estimate	0.12517488812908834	0	0
UBN1	Rep 1	P2.5	0.12516278707683232	0	0
RBM34	Rep 1	P2.5	0.12510274644068506	1.62092561595273e-14	2.1774286884596597e-14
RFX1	Rep 1	P2.5	0.12502813055522416	0	0
NR4A1	Rep 1	P2.5	0.12501358695950684	0	0
ZNF711	Rep 1	estimate	0.12480158205196484	0	0
ZBTB11	Rep 1	P2.5	0.12479699853378284	0	0
ZNF79	Rep 1	P97.5	0.12476685363551933	4.42635086768117e-05	5.23307188912906e-5
CSNK2A1	Rep 1	P97.5	0.1247119877341946	0	0
WDR5	Rep 1	P2.5	0.12437759719255123	0	0
ZNF2	Rep 1	estimate	0.12429602606458871	0	0
HOXA3	Rep 1	P2.5	0.12426320072710216	0	0
MRTFA	Rep 1	P2.5	0.12412670969056434	0	0
ZNF280A	Rep 1	P97.5	0.12407641607398269	2.22044604925031e-16	3.023977630608852e-16
STAT5A	Rep 1	estimate	0.1240478362673241	0	0
POU2AF1	Rep 1	P97.5	0.12399488102327166	0.000505282995641343	5.820198991850048e-4
WDHD1	Rep 1	P2.5	0.1239843459750839	0	0
ZNF598	Rep 1	estimate	0.12392248776011573	0	0
HDAC8	Rep 1	estimate	0.12373971695689626	0	0
KMT2A	Rep 1	estimate	0.12357507085401542	0	0
GRHL2	Rep 1	P2.5	0.12351178996355558	0	0
ZNF572	Rep 1	P97.5	0.12347991008315905	0	0
SPDEF	Rep 1	estimate	0.12338811236382137	0	0
MED1	Rep 1	P2.5	0.12338697062126416	0	0
ZFP69B	Rep 1	P2.5	0.12335797160884006	0	0
CTCFL	Rep 1	P2.5	0.12331526114961001	0	0
ZNF883	Rep 1	estimate	0.12323450675964476	0	0
SREBP2	Rep 1	estimate	0.12308175045786093	0	0
SP7	Rep 1	estimate	0.1230685478591541	0	0
ZNF846	Rep 1	P97.5	0.12300666759627128	0.0834040329551302	0.08890419080406313
HOMEZ	Rep 1	estimate	0.12291844399870823	0.000368806735443039	4.268115506418269e-4
HEXIM1	Rep 1	estimate	0.12290362189723544	0	0
ZBTB16	Rep 1	estimate	0.1228104474154984	0	0
USP7	Rep 1	P97.5	0.12280815771694985	1.33670852164869e-13	1.7691202716048414e-13
ZBTB2	Rep 1	P2.5	0.1227750516061693	0	0
ZSCAN23	Rep 1	estimate	0.12276723802386275	0	0
TFAP2C	Rep 1	estimate	0.12270256765717895	0	0
MXD4	Rep 1	P2.5	0.12269909162598552	0	0
HES1	Rep 1	P97.5	0.12268837825668259	2.27660112983585e-11	2.953590413181778e-11
MEF2C	Rep 1	estimate	0.12258493579049815	3.10862446895044e-15	4.204531860610607e-15
KLF17	Rep 1	P2.5	0.12249454803354858	0	0
GLIS1	Rep 1	estimate	0.12248250638961647	0	0
AFF1	Rep 1	estimate	0.12246796667342112	0	0
RUNX1-RUNX1T1	Rep 1	estimate	0.12240478997849948	0	0
FOXO1	Rep 1	P2.5	0.12216077116502048	0	0
ZNF750	Rep 1	P97.5	0.12214343590608251	0	0
KLF12	Rep 1	P2.5	0.12213256219565403	0	0
ZNF784	Rep 1	P97.5	0.12211600990909346	6.57201773675009e-05	7.723491642950643e-5
TAF3	Rep 1	estimate	0.12203232020575208	0	0
HNRNPC	Rep 1	P2.5	0.12202239466588136	0	0
EZH2	Rep 1	P2.5	0.12198566144315975	0	0
GLIS2	Rep 1	P97.5	0.12189163574557133	0	0
ZNF519	Rep 1	P97.5	0.12171407795369697	0	0
ZNF528	Rep 1	estimate	0.12158224091490341	0	0
GFI1	Rep 1	estimate	0.1215018939930443	0	0
CBX7	Rep 1	P2.5	0.12149499274982778	0	0
ZNF610	Rep 1	P2.5	0.12133128082984419	0	0
RAD21	Rep 1	estimate	0.12130970054242896	0	0
ZNF101	Rep 1	estimate	0.12125674037921565	0	0
CREB5	Rep 1	estimate	0.12118759429900312	0	0
ZNF75A	Rep 1	P2.5	0.12087116833640553	0	0
ZSCAN31	Rep 1	estimate	0.12069265485690478	1.24877885809838e-12	1.6417279387799983e-12
ZNF737	Rep 1	P97.5	0.12054715032595031	0	0
ZNF518A	Rep 1	P2.5	0.12047048089198059	0	0
NFIC	Rep 1	estimate	0.12040731559333553	0	0
KLF14	Rep 1	P2.5	0.12034017590104149	0	0
SPIB	Rep 1	P97.5	0.12024520468183982	0	0
ETV1	Rep 1	estimate	0.11992940912265579	0	0
ZNF397	Rep 1	estimate	0.11986024686342932	2.13184085051665e-07	2.650687362685271e-7
KLF13	Rep 1	P2.5	0.11977441318836518	0	0
EHF	Rep 1	estimate	0.11973942045781912	0	0
GATAD2B	Rep 1	estimate	0.1197294616466598	0	0
TP63	Rep 1	P2.5	0.1195720867246568	0	0
BICRA	Rep 1	P2.5	0.11940601615617619	0	0
KLF15	Rep 1	P2.5	0.1192145070259123	0	0
ZMYM2	Rep 1	estimate	0.11919146488029607	0.000169344101208946	1.973679477447052e-4
NFRKB	Rep 1	P2.5	0.11913571383245286	0	0
SS18-SSX	Rep 1	P97.5	0.11912474396622873	0	0
ZNF585B	Rep 1	estimate	0.11908947111317819	0.00970577806297168	0.010716570179272203
TRIM28	Rep 1	estimate	0.11897449924838738	0	0
ZNF579	Rep 1	P97.5	0.11888505725116369	0	0
T	Rep 1	estimate	0.11875414431002969	0	0
ZNF770	Rep 1	P97.5	0.11861261596657731	0	0
CC2D1A	Rep 1	P2.5	0.11854178985217104	0	0
SNIP1	Rep 1	P97.5	0.11851737589752409	8.84376889498384e-08	1.1065934175703128e-7
LCORL	Rep 1	P97.5	0.11849288413256501	7.10515091206787e-09	9.01631763101534e-9
SAFB	Rep 1	P97.5	0.11833386002419702	0	0
ZNF714	Rep 1	P97.5	0.11830194029122003	0.088385118576215	0.09411201610815118
WT1	Rep 1	estimate	0.11827828057585298	0	0
UBTF	Rep 1	P2.5	0.11818792370961345	0	0
TSHZ1	Rep 1	P97.5	0.11817862859161395	0	0
ZNF141	Rep 1	P97.5	0.11816219432439803	0.00288817771215344	0.0032582874418573124
ZNF585A	Rep 1	P97.5	0.11811834775640852	0.073803294217873	0.0788407888394613
NCAPH2	Rep 1	estimate	0.1178682371094222	0	0
RYBP	Rep 1	estimate	0.11782323807802386	0	0
NR2F2	Rep 1	P2.5	0.11780810314939998	0	0
ZSCAN21	Rep 1	P97.5	0.11773919156576886	0	0
KMT2C	Rep 1	estimate	0.11758736328930092	0	0
PBX2	Rep 1	estimate	0.11756406347127543	0	0
ZNF436	Rep 1	estimate	0.11753555155122325	0.00054433903056994	6.262757107840854e-4
NR2C1	Rep 1	estimate	0.11751071604769128	0	0
HNRNPH1	Rep 1	P2.5	0.11750074186092918	0	0
ETV2	Rep 1	P97.5	0.11749154446103066	8.72635297355373e-14	1.158032844135125e-13
ZNF577	Rep 1	P97.5	0.11742558524390802	0	0
ARID4A	Rep 1	estimate	0.11714673474998599	0	0
ZC3H11A	Rep 1	estimate	0.11714308753137953	0	0
ZNF695	Rep 1	estimate	0.1170909566219464	0	0
PRKDC	Rep 1	P2.5	0.1169104996645004	0	0
TWIST1	Rep 1	estimate	0.11686791510282982	0	0
