feature	rep	val	estimate	pval	pval_corr
MLXIP	Rep 1	P97.5	0.5034747436563572	0	0
GTF2A2	Rep 1	P97.5	0.3990905704104881	0	0
MLXIP	Rep 1	estimate	0.38004794032300304	0	0
ARHGAP35	Rep 1	P97.5	0.3720564207421434	0	0
SNAPC1	Rep 1	P97.5	0.3463401994913025	0	0
GTF2A2	Rep 1	estimate	0.3319434925124038	0	0
PBX1-2-3	Rep 1	P97.5	0.3317779322981499	0	0
ASXL1	Rep 1	P97.5	0.32897237737174745	0	0
SNAPC1	Rep 1	estimate	0.31515685911308366	0	0
JDP2	Rep 1	P97.5	0.3137656000646175	0	0
ASXL1	Rep 1	estimate	0.30755981234309193	0	0
PAX6	Rep 1	P97.5	0.3002769292333523	0	0
LIN9	Rep 1	P97.5	0.3000022045403511	0	0
PBX1-2-3	Rep 1	estimate	0.29927562814593067	0	0
ARHGAP35	Rep 1	estimate	0.29774017487003124	0	0
TAF2	Rep 1	P97.5	0.2972618346718242	0	0
CHAF1B	Rep 1	P97.5	0.29533292984773885	0	0
DR1	Rep 1	P97.5	0.2895878003374058	0	0
ASXL1	Rep 1	P2.5	0.286363478208721	0	0
NCOA4	Rep 1	P97.5	0.28584629692574803	3.02450909872576e-07	3.7417389853746525e-7
SNAPC1	Rep 1	P2.5	0.28443432997807205	0	0
REL	Rep 1	P97.5	0.2797882796284542	0	0
RBM34	Rep 1	P97.5	0.2763721774038679	1.62092561595273e-14	2.1774286884596597e-14
KAT2A	Rep 1	P97.5	0.2746952032725377	0	0
LIN9	Rep 1	estimate	0.27306319053846306	0	0
JDP2	Rep 1	estimate	0.2728537477913786	0	0
NFYA	Rep 1	P97.5	0.2705929722314972	0	0
CIITA	Rep 1	P97.5	0.270311344030989	3.63353791499321e-12	4.757859739951271e-12
DR1	Rep 1	estimate	0.26834018074067484	0	0
GTF2A2	Rep 1	P2.5	0.2679545126633842	0	0
PBX1-2-3	Rep 1	P2.5	0.26743496015794105	0	0
ZZZ3	Rep 1	P97.5	0.26589654129398593	0	0
SOX11	Rep 1	P97.5	0.2658876847982418	2.62012633811537e-14	3.486429918194e-14
LMO1	Rep 1	P97.5	0.2631137775600412	0	0
MLXIP	Rep 1	P2.5	0.262470945440914	0	0
PAX6	Rep 1	estimate	0.26240342846341647	0	0
IRF5	Rep 1	P97.5	0.2585685403263647	0	0
TAF7	Rep 1	P97.5	0.25825976760864366	0	0
GMEB2	Rep 1	P97.5	0.2575588586886947	0	0
TET2	Rep 1	P97.5	0.2571132764413353	0	0
MBD2	Rep 1	P97.5	0.25674639687480827	0	0
KAT2A	Rep 1	estimate	0.25549811462499317	0	0
MAFB	Rep 1	P97.5	0.2553499017684693	0	0
BRCA1	Rep 1	P97.5	0.25356896174571947	0	0
CXXC5	Rep 1	P97.5	0.25300397760930715	0	0
SMAD5	Rep 1	P97.5	0.25300181221472184	0	0
IRF3	Rep 1	P97.5	0.2526220441411008	0	0
ARID5B	Rep 1	P97.5	0.25253302873717265	0	0
NFYA	Rep 1	estimate	0.2518423553912906	0	0
TAF2	Rep 1	estimate	0.2515305940857911	0	0
TCF25	Rep 1	P97.5	0.25117071142366143	0	0
NELFA	Rep 1	P97.5	0.25090620917531464	0	0
PML	Rep 1	P97.5	0.2509011037728858	0	0
ZNF333	Rep 1	P97.5	0.2498156680310527	0.000309107365220163	3.589868811626388e-4
NFYB	Rep 1	P97.5	0.2493889537773055	0	0
TFDP1	Rep 1	P97.5	0.24921211438963148	0	0
MEF2D	Rep 1	P97.5	0.2482293715593488	0	0
RBM25	Rep 1	P97.5	0.24794969023564006	0	0
HBP1	Rep 1	P97.5	0.2478320565241546	0	0
IRF9	Rep 1	P97.5	0.24779427842883628	1.82076576038526e-14	2.439232390950901e-14
DR1	Rep 1	P2.5	0.2473899675980282	0	0
XBP1	Rep 1	P97.5	0.24679810604479774	0	0
LIN9	Rep 1	P2.5	0.2466197851543951	0	0
RFXAP	Rep 1	P97.5	0.24655889620409122	0	0
CRX	Rep 1	P97.5	0.24652303019533306	0	0
E2F4	Rep 1	P97.5	0.24615619161932104	0	0
SP2	Rep 1	P97.5	0.24583236695321053	0	0
NONO	Rep 1	P97.5	0.24566299453214044	0	0
E2F7	Rep 1	P97.5	0.24557603576692535	0	0
GTF2B	Rep 1	P97.5	0.2454787412169413	0	0
CDK6	Rep 1	P97.5	0.2453013788700189	0	0
NCBP1	Rep 1	P97.5	0.24517437630671268	0	0
ZHX1	Rep 1	P97.5	0.24514720671334142	0	0
GFI1B	Rep 1	P97.5	0.24504175094801656	0	0
MLX	Rep 1	P97.5	0.24496475325993178	0	0
LMO1	Rep 1	estimate	0.2446025027515574	0	0
REL	Rep 1	estimate	0.2439628903915219	0	0
SRF	Rep 1	P97.5	0.24372649472557212	0	0
ZMIZ1	Rep 1	P97.5	0.24360645971558845	0	0
SIN3B	Rep 1	P97.5	0.24265632271852602	0	0
RFX5	Rep 1	P97.5	0.242606218784523	0	0
CEBPD	Rep 1	P97.5	0.24221834277649965	0	0
CDK7	Rep 1	P97.5	0.24208906087089047	0	0
HCFC1	Rep 1	P97.5	0.24164060015129918	0	0
TAF9B	Rep 1	P97.5	0.241612476705529	0	0
EZH1	Rep 1	P97.5	0.24099779116064027	0	0
RORB	Rep 1	P97.5	0.24075086836841333	0	0
SNAPC4	Rep 1	P97.5	0.24055140291420193	0.0192646452394225	0.021105489117856212
ZNF337	Rep 1	P97.5	0.2400607709751296	0	0
ZNF221	Rep 1	P97.5	0.23996496069895185	2.89294584363553e-05	3.436680243162209e-5
CREM	Rep 1	P97.5	0.23938541419108478	0	0
PAX8	Rep 1	P97.5	0.23930297991012775	0	0
GATA1	Rep 1	P97.5	0.239218783908965	0	0
GMEB1	Rep 1	P97.5	0.23855504400504873	0	0
TAF7	Rep 1	estimate	0.23846974709789315	0	0
FOXM1	Rep 1	P97.5	0.23828880129550034	0	0
GMEB2	Rep 1	estimate	0.23819876373582471	0	0
MBD2	Rep 1	estimate	0.23812176258304812	0	0
CHAF1B	Rep 1	estimate	0.23802306351287147	0	0
USF1	Rep 1	P97.5	0.2371927595953202	0	0
SMAD3-HIF1A	Rep 1	P97.5	0.23711296455057645	0	0
SIX1	Rep 1	P97.5	0.23707543413803947	0	0
MGA	Rep 1	P97.5	0.2370709482525596	0	0
ZNF429	Rep 1	P97.5	0.23706241532152794	0.000464008864232479	5.351026200388589e-4
TBL1XR1	Rep 1	P97.5	0.23665495914460347	0	0
TGIF2	Rep 1	P97.5	0.23664958891785	0	0
ATF3	Rep 1	P97.5	0.23662512830750365	0	0
TET2	Rep 1	estimate	0.2366176992527595	0	0
KAT2A	Rep 1	P2.5	0.23657172610277055	0	0
TASOR	Rep 1	P97.5	0.23652151308829256	1.16355713952743e-08	1.472743696500697e-8
SALL4	Rep 1	P97.5	0.23624657934269733	0	0
ZBED1	Rep 1	P97.5	0.23611274239552982	0	0
OLIG2	Rep 1	P97.5	0.2360334755356902	0	0
ZNF93	Rep 1	P97.5	0.23568223911586023	6.29718057698625e-08	7.889479096452912e-8
PALB2	Rep 1	P97.5	0.2355399866329379	0	0
NOTCH1	Rep 1	P97.5	0.23538903770924074	0	0
INTS11	Rep 1	P97.5	0.23526730435828122	0	0
NEUROD1	Rep 1	P97.5	0.23513734783292567	0	0
BRCA1	Rep 1	estimate	0.23495748525935792	0	0
MXI1	Rep 1	P97.5	0.23493293303068435	0	0
NRF1	Rep 1	P97.5	0.23481364050323283	0	0
ZNF350	Rep 1	P97.5	0.2344311319220459	0	0
DDX21	Rep 1	P97.5	0.23431476039846935	0	0
NCOA6	Rep 1	P97.5	0.23427093576386462	0	0
SMAD5	Rep 1	estimate	0.23418763006448043	0	0
ISL2	Rep 1	P97.5	0.23411983171230633	0	0
NFE2	Rep 1	P97.5	0.23390566562790793	0	0
INTS13	Rep 1	P97.5	0.23382317797109678	0	0
CXXC5	Rep 1	estimate	0.23355396315783472	0	0
ARID5B	Rep 1	estimate	0.2334338608980807	0	0
NFYA	Rep 1	P2.5	0.23330134197924338	0	0
CXXC4	Rep 1	P97.5	0.2329185331111292	0	0
CHD2	Rep 1	P97.5	0.23255545754920248	0	0
JDP2	Rep 1	P2.5	0.23236533563952175	0	0
OGT	Rep 1	P97.5	0.2322330124368379	0	0
PML	Rep 1	estimate	0.23211707807838533	0	0
MED12	Rep 1	P97.5	0.23191641206033783	0	0
KLF10	Rep 1	P97.5	0.2318727965234863	0	0
MAFB	Rep 1	estimate	0.2317937640555023	0	0
MBD1	Rep 1	P97.5	0.23178426930527143	0	0
NELFA	Rep 1	estimate	0.23159812568051585	0	0
NFE2L2	Rep 1	P97.5	0.23121940349716735	0	0
SP140L	Rep 1	P97.5	0.23121180485167359	0	0
CREB1	Rep 1	P97.5	0.23087785455602938	0	0
PBX3	Rep 1	P97.5	0.23075587474738524	0	0
HOXB13	Rep 1	P97.5	0.23046127990012302	0	0
FOS	Rep 1	P97.5	0.23039022368837553	0	0
NFYB	Rep 1	estimate	0.2303670484993111	0	0
HSF1	Rep 1	P97.5	0.23031785090461865	0	0
TFDP1	Rep 1	estimate	0.2302707684741429	0	0
MEF2A	Rep 1	P97.5	0.22988267210247337	0	0
MNT	Rep 1	P97.5	0.22975027674539283	0	0
MAFF	Rep 1	P97.5	0.2296734387849671	0	0
ZHX2	Rep 1	P97.5	0.22959395956662063	0	0
BCL11B	Rep 1	P97.5	0.229511631427666	0	0
MEF2D	Rep 1	estimate	0.22949366985268632	0	0
CEBPZ	Rep 1	P97.5	0.22933081960216134	0	0
ATF1	Rep 1	P97.5	0.2292942326416783	0	0
HBP1	Rep 1	estimate	0.22923267367355926	0	0
SOX13	Rep 1	P97.5	0.22909842891635554	0	0
AHR	Rep 1	P97.5	0.22892857719295884	0	0
ZNF766	Rep 1	P97.5	0.22881084249183026	0	0
PHF5A	Rep 1	P97.5	0.22868253542918368	0	0
XBP1	Rep 1	estimate	0.2282612470515404	0	0
CBX1	Rep 1	P97.5	0.22804083070894524	0	0
RFXAP	Rep 1	estimate	0.2278567799389111	0	0
CRX	Rep 1	estimate	0.22772108453798215	0	0
IRF3	Rep 1	estimate	0.2271679382226858	0	0
OTX2	Rep 1	P97.5	0.22704258320087023	0	0
POU4F2	Rep 1	P97.5	0.2269753674038682	0	0
KDM5A	Rep 1	P97.5	0.22695593552157267	0	0
BCL11A	Rep 1	P97.5	0.2269364780474405	0	0
E2F4	Rep 1	estimate	0.22677798250282535	0	0
ZFP42	Rep 1	P97.5	0.22667853294272805	0	0
CDK6	Rep 1	estimate	0.22666676852999146	0	0
GTF2B	Rep 1	estimate	0.22662489780798573	0	0
NCBP1	Rep 1	estimate	0.22662145815451873	0	0
NONO	Rep 1	estimate	0.22660280033774655	0	0
ZNF563	Rep 1	P97.5	0.22657827113941087	9.25493548464829e-08	1.1551096693497734e-7
ZNF667	Rep 1	P97.5	0.22657827113941087	9.25493548464829e-08	1.1551096693497734e-7
TCF25	Rep 1	estimate	0.22655767853027223	0	0
DDX20	Rep 1	P97.5	0.2264717542172712	0	0
ARHGAP35	Rep 1	P2.5	0.22643931738932685	0	0
ZHX1	Rep 1	estimate	0.2264297900240827	0	0
JUND	Rep 1	P97.5	0.22640833073084243	0	0
MLX	Rep 1	estimate	0.2262957352266084	0	0
LMO1	Rep 1	P2.5	0.22624602545074024	0	0
GFI1B	Rep 1	estimate	0.2261990939315852	0	0
SP5	Rep 1	P97.5	0.22617127615171945	0	0
DLX6	Rep 1	P97.5	0.22601656645345183	0	0
TBP	Rep 1	P97.5	0.22590929830916853	0	0
SP2	Rep 1	estimate	0.2258309896276503	0	0
GTF2F1	Rep 1	P97.5	0.22573238757015385	0	0
E2F1	Rep 1	P97.5	0.22562033101329435	0	0
PAX6	Rep 1	P2.5	0.22533587636830962	0	0
SRF	Rep 1	estimate	0.22519070002704128	0	0
ZNF44	Rep 1	P97.5	0.22517987140971207	0	0
RBPJ	Rep 1	P97.5	0.22515611789704654	0	0
TBX2	Rep 1	P97.5	0.2249466174746063	0	0
RUNX2	Rep 1	P97.5	0.22481681049322003	0	0
ZMIZ1	Rep 1	estimate	0.22477666070899704	0	0
CD74	Rep 1	P97.5	0.22471211046182113	0	0
MYB	Rep 1	P97.5	0.22434958210288236	0	0
PREB	Rep 1	P97.5	0.22430593334397275	0	0
SIX5	Rep 1	P97.5	0.2242798979432305	0	0
RBM25	Rep 1	estimate	0.22424980617506765	0	0
IRF1	Rep 1	P97.5	0.22417659389768255	0	0
RFX5	Rep 1	estimate	0.22402639049756085	0	0
SIN3B	Rep 1	estimate	0.22397034229682372	0	0
HNF1B	Rep 1	P97.5	0.22384046821700188	0	0
NELFCD	Rep 1	P97.5	0.2236589411455995	0	0
STAT1	Rep 1	P97.5	0.223505578810282	0	0
CDK7	Rep 1	estimate	0.2234794154604601	0	0
CEBPD	Rep 1	estimate	0.22340324992841606	0	0
MAF	Rep 1	P97.5	0.22316088762163766	0	0
FOXP4	Rep 1	P97.5	0.22310685906260544	0	0
POU2F2	Rep 1	P97.5	0.223065550440891	0	0
USF2	Rep 1	P97.5	0.22281148046412436	0	0
ZSCAN22	Rep 1	P97.5	0.22240629517224067	0	0
CDK9	Rep 1	P97.5	0.22235861659280995	0	0
NFYC	Rep 1	P97.5	0.2223307145586859	0	0
HCFC1	Rep 1	estimate	0.22227961615386885	0	0
EZH1	Rep 1	estimate	0.2221909439314293	0	0
RORB	Rep 1	estimate	0.2220436875121645	0	0
KMT2B	Rep 1	P97.5	0.2217538823439565	0	0
CEBPA	Rep 1	P97.5	0.22157621843846392	0	0
HOXC5	Rep 1	P97.5	0.2212905231214087	8.04908806273374e-10	1.0307014064747368e-9
NFATC1	Rep 1	P97.5	0.22124416542211478	0	0
SP4	Rep 1	P97.5	0.22099239349392508	0	0
BRD9	Rep 1	P97.5	0.22098433337802492	0	0
GATA1	Rep 1	estimate	0.2205980610658261	0	0
ZNF337	Rep 1	estimate	0.22036686143384743	0	0
PAX5	Rep 1	P97.5	0.22022713610512185	0	0
ZNF175	Rep 1	P97.5	0.220197451999666	0	0
PPARG	Rep 1	P97.5	0.22009209564270416	0	0
CREM	Rep 1	estimate	0.2199130083382235	0	0
EP400	Rep 1	P97.5	0.21988714363445142	0	0
CDK8	Rep 1	P97.5	0.219648400720255	0	0
CBFB	Rep 1	P97.5	0.21963094439350028	0	0
MBD2	Rep 1	P2.5	0.21953821738681056	0	0
FOSL2	Rep 1	P97.5	0.21951662136063815	0	0
GMEB1	Rep 1	estimate	0.21945907824487002	0	0
TCF7L2	Rep 1	P97.5	0.21938888592698927	0	0
FOXM1	Rep 1	estimate	0.2192789712429341	0	0
ZNF143	Rep 1	P97.5	0.21925748355788896	0	0
NELFE	Rep 1	P97.5	0.2192392709358475	0	0
NR2C2	Rep 1	P97.5	0.21912439326028288	0	0
ZNF585B	Rep 1	P97.5	0.2189271476663933	0.00970577806297168	0.010716570179272203
GMEB2	Rep 1	P2.5	0.21892216411484333	0	0
COBLL1	Rep 1	P97.5	0.2188847250782449	2.95843007225294e-06	3.570394187565969e-6
ZNF652	Rep 1	P97.5	0.2187970560993921	0	0
TAF7	Rep 1	P2.5	0.2187550541239476	0	0
RCOR1	Rep 1	P97.5	0.21868566093125552	0	0
RB1	Rep 1	P97.5	0.21860933894397658	0	0
TBX21	Rep 1	P97.5	0.21856677631242774	0	0
ATF7	Rep 1	P97.5	0.21853499563290574	0	0
SMAD3-HIF1A	Rep 1	estimate	0.21838843883034006	0	0
SIX1	Rep 1	estimate	0.2183444042531936	0	0
MGA	Rep 1	estimate	0.2183157543242257	0	0
USF1	Rep 1	estimate	0.21815964269029325	0	0
ATF2	Rep 1	P97.5	0.2181355311020383	0	0
GATA4	Rep 1	P97.5	0.2180285472838252	0	0
SUPT5H	Rep 1	P97.5	0.2179412098272791	0	0
TBL1XR1	Rep 1	estimate	0.2179362436944633	0	0
ZNF232	Rep 1	P97.5	0.21789276617587736	0	0
E2F7	Rep 1	estimate	0.21749657607628609	0	0
SMAD1	Rep 1	P97.5	0.21748986449331012	0	0
HOMEZ	Rep 1	P97.5	0.21735072140071943	0.000368806735443039	4.268115506418269e-4
FOXP2	Rep 1	P97.5	0.2173138345646992	0	0
ASXL3	Rep 1	P97.5	0.21730808508647448	0	0
ZBTB21	Rep 1	P97.5	0.21718957968785674	0	0
ZNF256	Rep 1	P97.5	0.21713751065217568	0	0
TGIF2	Rep 1	estimate	0.21702459675219518	0	0
OLIG2	Rep 1	estimate	0.21693899870439526	0	0
CERS6	Rep 1	P97.5	0.21691083420460042	0	0
TAF9B	Rep 1	estimate	0.21682418345247234	0	0
BHLHE40	Rep 1	P97.5	0.21666691793666212	0	0
ZNF266	Rep 1	P97.5	0.21665866378189427	2.29827456821319e-06	2.7839050666562694e-6
ATF3	Rep 1	estimate	0.216483383284089	0	0
ZKSCAN1	Rep 1	P97.5	0.2164619861960684	0	0
ARRB1	Rep 1	P97.5	0.21645500121686326	0	0
BRCA1	Rep 1	P2.5	0.21644179101290162	0	0
NOTCH1	Rep 1	estimate	0.21636245899535722	0	0
TET2	Rep 1	P2.5	0.21622128680500585	0	0
SP1	Rep 1	P97.5	0.2162108962357212	0	0
E2F6	Rep 1	P97.5	0.2161393929470374	0	0
ZNF786	Rep 1	P97.5	0.21605117512188327	0	0
HNRNPUL1	Rep 1	P97.5	0.21604088862360638	0	0
INTS11	Rep 1	estimate	0.2160361569133764	0	0
HIF1A	Rep 1	P97.5	0.21600034205093183	0	0
ZNF697	Rep 1	P97.5	0.21597633047663595	0	0
TAF1	Rep 1	P97.5	0.2158000273284855	0	0
SMAD5	Rep 1	P2.5	0.21549667594953736	0	0
ZNF639	Rep 1	P97.5	0.2154696645069418	0	0
MAZ	Rep 1	P97.5	0.21540635740315522	0	0
ISL2	Rep 1	estimate	0.21537282315426837	0	0
NEUROD1	Rep 1	estimate	0.21525743106260742	0	0
ZNF436	Rep 1	P97.5	0.2152476181381239	0.00054433903056994	6.262757107840854e-4
KDM3A	Rep 1	P97.5	0.21518087847435058	0	0
SOX9	Rep 1	P97.5	0.2151754649883178	0	0
ARID3A	Rep 1	P97.5	0.21511365568362942	0	0
DDX21	Rep 1	estimate	0.21505341137419443	0	0
ZBED1	Rep 1	estimate	0.2150202408184107	0	0
INTS13	Rep 1	estimate	0.2150142600009443	0	0
KLF5	Rep 1	P97.5	0.21486581960835033	0	0
NRF1	Rep 1	estimate	0.21485276186610308	0	0
NFE2	Rep 1	estimate	0.2148482360698225	0	0
PRPF4	Rep 1	P97.5	0.21480230352377333	0	0
MYF5	Rep 1	P97.5	0.21473535693071716	0	0
MXI1	Rep 1	estimate	0.21451598706098288	0	0
ARID5B	Rep 1	P2.5	0.21441087661276548	0	0
STAT5B	Rep 1	P97.5	0.21437900091241419	0	0
IRF2	Rep 1	P97.5	0.2142509689487972	0	0
CXXC5	Rep 1	P2.5	0.214206890153969	0	0
CXXC4	Rep 1	estimate	0.21409603806330013	0	0
AFF4	Rep 1	P97.5	0.2140788389900772	0	0
PHF8	Rep 1	P97.5	0.21365459559157424	0	0
ARID2	Rep 1	P97.5	0.21365404856810274	0	0
FOXK1	Rep 1	P97.5	0.2136333476562918	0	0
PML	Rep 1	P2.5	0.21345523294872978	0	0
ELL2	Rep 1	P97.5	0.2134047633798994	0	0
RUNX1T1	Rep 1	P97.5	0.2133220473192333	0	0
MED12	Rep 1	estimate	0.213273558432622	0	0
FIP1L1	Rep 1	P97.5	0.2131057960637361	0	0
KLF10	Rep 1	estimate	0.21309182631775717	0	0
ZMYM2	Rep 1	P97.5	0.2130309423604826	0.000169344101208946	1.973679477447052e-4
NKX3-1	Rep 1	P97.5	0.21293307792390526	0	0
OGT	Rep 1	estimate	0.21278954460490943	0	0
PGR	Rep 1	P97.5	0.21264011504637867	0	0
ARNT	Rep 1	P97.5	0.21259308028134122	0	0
FOXP1	Rep 1	P97.5	0.212522807816822	0	0
NANOG	Rep 1	P97.5	0.21251989892093642	0	0
IRF5	Rep 1	estimate	0.21250069943146196	0	0
NELFA	Rep 1	P2.5	0.21242649694898663	0	0
SP140L	Rep 1	estimate	0.21236574297920846	0	0
MBD1	Rep 1	estimate	0.21235138822055286	0	0
RARA	Rep 1	P97.5	0.21224413495060018	0	0
MAX	Rep 1	P97.5	0.2121329742373929	0	0
CHD2	Rep 1	estimate	0.2120846114969531	0	0
PBX3	Rep 1	estimate	0.21206196236721414	0	0
NFKBIZ	Rep 1	P97.5	0.21196969854111217	0	0
NFAT5	Rep 1	P97.5	0.2119252450104034	0	0
NFE2L2	Rep 1	estimate	0.21187072498348258	0	0
HSF1	Rep 1	estimate	0.21153534845763758	0	0
HNF4A	Rep 1	P97.5	0.2115213268053438	0	0
CLOCK	Rep 1	P97.5	0.21150873064990214	0	0
NFYB	Rep 1	P2.5	0.21142877301962587	0	0
TFDP1	Rep 1	P2.5	0.21139820772833745	0	0
HOXB13	Rep 1	estimate	0.21129787055273722	0	0
REST	Rep 1	P97.5	0.21118759567435555	0	0
MEF2A	Rep 1	estimate	0.21109121533887204	0	0
FOS	Rep 1	estimate	0.21104637030188605	0	0
ZHX2	Rep 1	estimate	0.2109922977018631	0	0
MEF2D	Rep 1	P2.5	0.2108539563165841	0	0
ZZZ3	Rep 1	estimate	0.2107694532971868	0	0
NSD2	Rep 1	P97.5	0.21076752131284204	6.15282542026918e-07	7.555025983045346e-7
MAFF	Rep 1	estimate	0.21068691709415652	0	0
HBP1	Rep 1	P2.5	0.2106623091226546	0	0
ATF1	Rep 1	estimate	0.21047141759105814	0	0
MNT	Rep 1	estimate	0.21044782817489863	0	0
ZFP37	Rep 1	P97.5	0.21037488683486885	0	0
BCL11B	Rep 1	estimate	0.21036785815049747	0	0
DRAP1	Rep 1	P97.5	0.2102593196583658	0	0
ZNF574	Rep 1	P97.5	0.21020656692418804	0	0
BCL6	Rep 1	P97.5	0.21006122944990985	0	0
SMAD4	Rep 1	P97.5	0.20995202078183292	0	0
ZNF766	Rep 1	estimate	0.20989373046511894	0	0
AHR	Rep 1	estimate	0.20986921038109485	0	0
XBP1	Rep 1	P2.5	0.20978891233936328	0	0
PHF5A	Rep 1	estimate	0.20975161732355857	0	0
MYCN	Rep 1	P97.5	0.20974001405611445	0	0
GABPA	Rep 1	P97.5	0.20956954160266458	0	0
RFXAP	Rep 1	P2.5	0.209226560967529	0	0
BRD2	Rep 1	P97.5	0.20917467329622813	0	0
CREB1	Rep 1	estimate	0.20908455497905049	0	0
MTA3	Rep 1	P97.5	0.2090171712631198	0	0
ARNTL	Rep 1	P97.5	0.20899308044373843	0	0
REL	Rep 1	P2.5	0.20898566690072615	0	0
CBX1	Rep 1	estimate	0.20895831871003173	0	0
CRX	Rep 1	P2.5	0.2089536456587867	0	0
ZNF37A	Rep 1	P97.5	0.20890372022235745	0.126645298510957	0.1336962144880124
SMAD3	Rep 1	P97.5	0.20878183067476086	0	0
PAXIP1	Rep 1	P97.5	0.2087025729265916	0	0
KLF9	Rep 1	P97.5	0.20860639553360558	0	0
ZNF142	Rep 1	P97.5	0.20844933074622413	0	0
ELF1	Rep 1	P97.5	0.2083919563047404	0	0
MAFB	Rep 1	P2.5	0.20832349958728416	0	0
CDK6	Rep 1	P2.5	0.20814109756200605	0	0
NCBP1	Rep 1	P2.5	0.20812254115687	0	0
KDM5A	Rep 1	estimate	0.20792298932592304	0	0
GTF2B	Rep 1	P2.5	0.20789248363767165	0	0
TLE3	Rep 1	P97.5	0.2078377092798657	0	0
ZHX1	Rep 1	P2.5	0.207831848576727	0	0
SOX6	Rep 1	P97.5	0.2077807690949579	0	0
MLX	Rep 1	P2.5	0.20767812507573455	0	0
NONO	Rep 1	P2.5	0.2076663868606972	0	0
U2AF1	Rep 1	P97.5	0.20757132636646888	0	0
BAF155	Rep 1	P97.5	0.2074934259075027	0	0
E2F4	Rep 1	P2.5	0.2074803790502605	0	0
GFI1B	Rep 1	P2.5	0.2074595447417315	0	0
RUVBL1	Rep 1	P97.5	0.20736562590597676	0	0
BCL11A	Rep 1	estimate	0.20718164487577082	0	0
OTX2	Rep 1	estimate	0.20706583533494016	0	0
E2F3	Rep 1	P97.5	0.20702950040062876	0	0
SP5	Rep 1	estimate	0.20701237206829817	0	0
POU4F2	Rep 1	estimate	0.20693867656067477	0	0
SRF	Rep 1	P2.5	0.2066990748408425	0	0
TAF2	Rep 1	P2.5	0.20661081813177404	0	0
APC	Rep 1	P97.5	0.20645160081471162	0	0
ZNF44	Rep 1	estimate	0.2064134619419485	0	0
LDB1	Rep 1	P97.5	0.20635689998350518	0	0
MEIS2	Rep 1	P97.5	0.20622126497966456	0	0
RUNX2	Rep 1	estimate	0.2060968774778762	0	0
TBX2	Rep 1	estimate	0.20603522773974933	0	0
SRSF1	Rep 1	P97.5	0.20599867591301663	0	0
ZMIZ1	Rep 1	P2.5	0.20599119487049256	0	0
SP2	Rep 1	P2.5	0.2059407798684338	0	0
CUX1	Rep 1	P97.5	0.20581112389212153	0	0
DLX6	Rep 1	estimate	0.20576827625367158	0	0
BRD3	Rep 1	P97.5	0.20573823594399232	0	0
NIPBL	Rep 1	P97.5	0.20561926791297097	0	0
GTF2F1	Rep 1	estimate	0.20560314841608085	0	0
CDKN1B	Rep 1	P97.5	0.20559473468580614	0	0
JUND	Rep 1	estimate	0.20558809708539558	0	0
RFX5	Rep 1	P2.5	0.20550837892248805	0	0
SIX5	Rep 1	estimate	0.20546306755252033	0	0
ZBED4	Rep 1	P97.5	0.20543540723782122	0	0
SIN3B	Rep 1	P2.5	0.20531870288042525	0	0
ZXDC	Rep 1	P97.5	0.2052929164402267	0	0
IRF1	Rep 1	estimate	0.2051216321352585	0	0
RBPJ	Rep 1	estimate	0.20506156328198455	0	0
SRSF4	Rep 1	P97.5	0.20501728826694615	0	0
MED26	Rep 1	P97.5	0.2049837112252782	0	0
PRDM10	Rep 1	P97.5	0.20498099795878968	0	0
ZNF217	Rep 1	P97.5	0.20494140918069986	0	0
CDK7	Rep 1	P2.5	0.20490150613477404	0	0
ATRX	Rep 1	P97.5	0.20488934073545578	0	0
HNF1B	Rep 1	estimate	0.20476277147876004	0	0
CREB3L1	Rep 1	P97.5	0.20473401286654555	0	0
NELFCD	Rep 1	estimate	0.20468648851163498	0	0
CEBPD	Rep 1	P2.5	0.20463979742478025	0	0
TBP	Rep 1	estimate	0.20455311667851642	0	0
MYB	Rep 1	estimate	0.20449571278646225	0	0
TFE3	Rep 1	P97.5	0.20442162994556248	0	0
POU5F1	Rep 1	P97.5	0.2044105317067382	0	0
ZNF318	Rep 1	P97.5	0.2042008798471844	0	0
FOXP4	Rep 1	estimate	0.2041958512685473	0	0
KDM4B	Rep 1	P97.5	0.2040259193313764	0	0
USF2	Rep 1	estimate	0.20400617475707275	0	0
MAF	Rep 1	estimate	0.2039255892542233	0	0
E2F1	Rep 1	estimate	0.203831582298755	0	0
TARDBP	Rep 1	P97.5	0.20368564700441633	0	0
KLF1	Rep 1	P97.5	0.20347702823066685	0	0
EZH1	Rep 1	P2.5	0.20347642601509755	0	0
RORB	Rep 1	P2.5	0.20343280234863045	0	0
KDM5B	Rep 1	P97.5	0.2034267582028945	0	0
NFYC	Rep 1	estimate	0.20341988715454323	0	0
ZSCAN22	Rep 1	estimate	0.2034160502586853	0	0
ZNF765	Rep 1	P97.5	0.20312593640980064	7.62422395439444e-07	9.326904241976323e-7
JMJD1C	Rep 1	P97.5	0.20309715064439782	0	0
STAT1	Rep 1	estimate	0.2030374796784082	0	0
HCFC1	Rep 1	P2.5	0.20300383917696224	0	0
FOXO3	Rep 1	P97.5	0.20282627476407222	0	0
KAT8	Rep 1	P97.5	0.20281374510552527	5.77269998547347e-05	6.792222178611986e-5
ELK1	Rep 1	P97.5	0.20278476588458433	0	0
